case_id,split,n_volume,sdf_mean,sdf_std,sdf_min,sdf_max,sdf_q05,sdf_q25,sdf_q50,sdf_q75,sdf_q95,sdf_negative_frac,sdf_near_surface_frac
run_14,train,14222796,0.23229792204220504,1.6136146615471527,-0.47811058163642883,80.85564422607422,0.0003634227759903297,0.001634364336496219,0.0050388488452881575,0.0336616188287735,1.026468425989151,0.00016318872885472027,0.8336299698034058
run_15,train,15925073,0.1990584098891036,1.5243896958548286,-0.4202468693256378,80.4889907836914,0.00035648333723656836,0.0015633823350071907,0.004316606558859348,0.024216681718826294,0.7361377835273717,0.0001461217791591913,0.8495187431793876
run_16,train,13234922,0.23595899583153102,1.6623106148629052,-0.30277007818222046,80.76676177978516,0.000361210729170125,0.0016093781450763345,0.005001177079975605,0.03363748174160719,0.9903467595577236,0.00015700885883573775,0.8337371387606213
run_17,train,15592329,0.19225331683466734,1.5058350305994292,-0.3168111741542816,80.27394104003906,0.0003559174248948693,0.0015592861454933882,0.004317231010645628,0.02184482477605343,0.7216636180877682,0.000175021961119471,0.8569207332656975
run_18,train,12429499,0.25158222875313824,1.7293236819548765,-0.39705461263656616,80.65398406982422,0.0003657886671135202,0.0016511575086042285,0.005409815814346075,0.04187093861401081,1.0190474867820731,0.00013113963804977177,0.8237422119749155
run_21,train,13773055,0.23043893272765484,1.6228887717078688,-0.3210239112377167,80.71607971191406,0.00036334628821350635,0.0016185699496418238,0.005000450182706118,0.03379660286009312,0.9948073744773855,0.0001481878929547584,0.8330274583235164
run_23,train,15017340,0.2192167728556548,1.5776713841709566,-0.44475671648979187,79.92183685302734,0.0003588701001717709,0.0015897418197710067,0.004624979803338647,0.027751329820603132,0.9180204451084133,0.0001592159463660009,0.8423407873831185
run_25,train,13994695,0.21407756186796542,1.598402480592828,-0.36677852272987366,79.96788787841797,0.0003685231466079131,0.0016648771706968546,0.0051989927887916565,0.03822612576186657,0.8098437428474401,0.00013497971910070208,0.8318487112437963
run_27,train,13344940,0.24340585211495386,1.688501674181135,-0.3125459551811218,80.70694732666016,0.00035792901035165415,0.0015762769035063684,0.004792484687641263,0.02921629510819912,1.0356761693954457,0.00017317425181379608,0.8393338598749789
run_28,train,15356011,0.20422154235071913,1.5404732067025324,-0.35139042139053345,80.18585968017578,0.0003608168044593185,0.0016027215751819313,0.004710300359874964,0.0284725371748209,0.8044885694980621,0.00015440207746660249,0.843685576937917
run_30,train,13492679,0.23437921930589725,1.6478741127485874,-0.3468669056892395,80.43526458740234,0.0003716297447681427,0.0017064354615285993,0.005732730962336063,0.041141435503959656,0.9674028098583219,0.00012562368081238723,0.8256568617692602
run_31,train,14249864,0.22646997645877526,1.62341206857551,-0.461050420999527,96.1596908569336,0.0003617646245402284,0.0016013822460081428,0.0048362379893660545,0.029168497305363417,0.9476031482219687,0.00017789643466070975,0.8430484669888779
run_32,train,13687824,0.2200909856479279,1.6250605192858574,-0.27762699127197266,80.402099609375,0.0003616956091718748,0.0016060142661444843,0.004946647910401225,0.032750251702964306,0.8437475532293314,0.0001431929574781207,0.8368453597883784
run_33,train,15211584,0.19949028783381637,1.5466177062029052,-0.31428322196006775,80.10089874267578,0.00035528455046005545,0.001562883291626349,0.0043769944459199905,0.023306758143007755,0.7383964806795101,0.0001610614647363483,0.8534422187722199
run_34,train,13464929,0.24837529651037843,1.6626062433615165,-0.35424041748046875,80.66433715820312,0.0003713714540936053,0.0016922177746891975,0.005654814653098583,0.04131756350398064,1.0960584878921498,0.00013509168893501036,0.8217576193680635
run_35,train,14548194,0.21960798361628547,1.603727003446743,-0.375457227230072,80.82862854003906,0.0003655390988569707,0.0016356479900423437,0.005029297666624188,0.035727957263588905,0.8463025808334348,0.00014111717234455357,0.8336225101205001
run_36,train,13869116,0.23108116015895544,1.632910846488837,-0.3158266842365265,79.8441390991211,0.00036274633021093905,0.0016185352578759193,0.005004134960472584,0.033695257268846035,0.969943568110466,0.00015797690350271784,0.8326270398199856
run_37,train,13223500,0.22433136095213027,1.6527717120589602,-0.2800312638282776,80.36247253417969,0.0003645560922450386,0.0016346638440154493,0.005075966706499457,0.03606619872152805,0.8581898748874626,0.00014519605248232314,0.8331590728627065
run_38,train,15261056,0.21413529008261176,1.562272248714329,-0.342421293258667,80.59007263183594,0.0003575350492610596,0.0015754047490190715,0.004528031917288899,0.025124727748334408,0.9085387587547302,0.0001835390683318376,0.8473841521844884
run_39,train,14490270,0.23457267192440193,1.6025347800580299,-0.28362157940864563,80.76445007324219,0.0003611501248087734,0.0016068729164544493,0.004845309536904097,0.03657783940434456,1.0191241681575758,0.00013001828123285488,0.8266389101100255
run_40,train,13661959,0.2261154822928132,1.638633426498783,-0.29950499534606934,80.4017562866211,0.0003670660691568628,0.0016514250892214477,0.005118820816278458,0.03642324544489384,0.9080917954444876,0.00015012488326161715,0.8338301264115929
run_42,train,13756036,0.2358080713208201,1.6448433719529552,-0.28013306856155396,80.68951416015625,0.0003625795434345491,0.001616374560398981,0.005000548670068383,0.03554309532046318,0.9884814769029617,0.00013935700662603674,0.8304150992335292
run_43,train,12851171,0.24349852241957437,1.696071373933659,-0.3187529742717743,101.36309051513672,0.00036884885048493743,0.001685907191131264,0.0055644153617322445,0.03985816426575184,0.9717434942722321,0.00013477371050466918,0.8253851730709988
run_44,train,16339879,0.1954398843146249,1.5059907832900448,-0.0007245727465488017,80.16107177734375,0.00035344641073606906,0.0015416002715937793,0.004074118100106716,0.022422203794121742,0.7396058738231638,1.4626791299984535e-05,0.8515457795005703
run_45,train,15035321,0.21027727984789474,1.5688054266862963,-0.3163149952888489,80.68818664550781,0.00035624043084681034,0.0015676426701247692,0.004472167231142521,0.023629382252693176,0.8045517206192017,0.0001775153320637451,0.851513180197483
run_46,train,13910450,0.23289789309123193,1.628326727556276,-0.2978256642818451,80.06683349609375,0.0003688456010422669,0.0016673686914145947,0.005240211496129632,0.040606371127068996,0.9778645217418653,0.00014011049247148727,0.8261050505195734
run_47,train,14888800,0.22288554177379888,1.5853228591469235,-0.29842281341552734,80.98631286621094,0.00035815930168610067,0.0015767543227411807,0.004611130803823471,0.028472305741161108,0.9504557967185971,0.0001570307882435119,0.8410027671806996
run_48,train,13537425,0.22478141170989915,1.6581267345784736,-0.3182356059551239,79.57864379882812,0.0003589842061046511,0.001584813930094242,0.004841903690248728,0.02768615260720253,0.9068040609359693,0.00016687073058576501,0.8463681977924162
run_49,train,15728827,0.20712283009897287,1.522971917879734,-0.3044437766075134,80.26171112060547,0.0003578895702958107,0.0015840482665225863,0.004557367879897356,0.028556001372635365,0.8653636634349822,0.00014921646731825585,0.8402067109009463
run_50,train,13596885,0.2308555638758425,1.648573910564986,-0.32474979758262634,80.59971618652344,0.00036250001867301764,0.0016073049046099186,0.0049506681971251965,0.03210391849279404,0.9260380029678317,0.00015496196371448314,0.8360924579416535
run_51,train,13658535,0.23860914991476395,1.655545506807467,-0.44884252548217773,80.48451232910156,0.0003646856639534235,0.0016359396395273507,0.005083939991891384,0.03459491953253746,1.01040962934494,0.0001560196609665678,0.833215641355387
run_52,train,14043123,0.21745820426642157,1.6141954963942704,-0.29827529191970825,79.88903045654297,0.00036497040127869695,0.001633165404200554,0.00503541948273778,0.033500559628009796,0.8383751630783047,0.00014227604500793734,0.8370557603177015
run_53,train,13514784,0.24165097666449228,1.6837768065211198,-0.3600115180015564,81.03276824951172,0.00036089334898861127,0.0015948954387567937,0.004907309543341398,0.035699726082384586,0.9818622112274169,0.00014147469911468804,0.8310140213857654
run_54,train,14440537,0.21511503569488705,1.5916376422387388,-0.3169653117656708,80.40199279785156,0.0003644342883490026,0.0016260928241536021,0.004985580686479807,0.031699541956186295,0.8441331028938288,0.00015408014258749518,0.8401498503829878
run_57,train,13707715,0.2320374488685601,1.626644836554404,-0.4132075011730194,80.36701202392578,0.00037031661777291446,0.0016941273934207857,0.005533846095204353,0.0408549178391695,0.9897149443626398,0.0001320424301205562,0.8252767146092547
run_58,train,15165869,0.20425076009895926,1.5557605050223169,-0.33190563321113586,80.74943542480469,0.00035436921170912684,0.0015588321257382631,0.004329157527536154,0.024432606995105743,0.7541533231735228,0.0001460516373971053,0.8498995342766049
run_60,train,14636075,0.20419900047849449,1.5718352872017571,-0.32877668738365173,80.39016723632812,0.0003598658076953143,0.0015824116999283433,0.004704589955508709,0.025669896975159645,0.7624434709548946,0.000178053200738586,0.8515475631274095
run_61,train,15545851,0.21499193466256547,1.5590378924052224,-0.3931383192539215,80.46166229248047,0.0003580172488000244,0.0015751512255519629,0.004484330303966999,0.026400328613817692,0.8898156583309174,0.00015824157841214353,0.8435934449648333
run_62,train,12736572,0.236351021092569,1.6885447357972947,-0.297969788312912,80.4216079711914,0.00036181780451443045,0.0016084035160019994,0.005054297856986523,0.03256301302462816,0.9355773866176604,0.00016747049363046823,0.8367892082736234
run_63,train,14476345,0.22711617556554745,1.596945943379569,-0.33295178413391113,79.6723861694336,0.00036952496739104393,0.001675811829045415,0.005166501272469759,0.04068848863244057,0.9395421862602228,0.0001404360009380821,0.8235813667054771
run_64,train,13696159,0.22873778858478777,1.6324110922373318,-0.34195542335510254,84.92803192138672,0.00036005109432153405,0.0015944528859108686,0.004865346476435661,0.02998458407819271,0.9731622576713561,0.00014945796116998933,0.8406595601000251
run_65,train,15833533,0.19478882178805573,1.5080822396032998,-0.41989535093307495,80.2397232055664,0.00036076566320843997,0.0016020701732486486,0.0045996252447366714,0.026857931166887283,0.7296102523803705,0.00015050336523124688,0.8454658855986216
run_66,train,13601936,0.23672286869380613,1.6475456191524032,-0.30023521184921265,80.41763305664062,0.0003697074353112839,0.001673243910772726,0.005363481352105737,0.038715862669050694,0.9906887412071228,0.00013836265661005905,0.8279553734115497
run_67,train,14537058,0.2279539392690569,1.6149754609791063,-0.3652271628379822,80.2586898803711,0.0003582967357942835,0.001571873581269756,0.004649136681109667,0.026800644118338823,0.9649933218955979,0.00017816534817430047,0.8442680080109745
run_68,train,13763814,0.22192738829713524,1.6329800213757073,-0.29568132758140564,80.38910675048828,0.0003614382178056985,0.0016096065810415894,0.004966403357684612,0.03171639144420624,0.8645558744668956,0.00015053966872844983,0.8392659912434155
run_69,train,13221686,0.24026026742433096,1.6747796335712744,-0.27551859617233276,80.48310089111328,0.0003649745340226218,0.0016411554533988237,0.00512569909915328,0.041452186182141304,1.00867360830307,0.00013077000921062564,0.8216081519406829
run_70,train,15438628,0.2036710553922644,1.537898988211963,-0.45313742756843567,80.33700561523438,0.000354197304113768,0.0015509999357163906,0.004300610860809684,0.022864766884595156,0.7981119573116287,0.00018887688724671648,0.8528336844439803
run_71,train,13587265,0.2359244131193046,1.6607412541050635,-0.28407031297683716,80.29310607910156,0.0003595230053178966,0.0015818533720448613,0.0048387255519628525,0.029917674139142036,0.9856098175048824,0.00015794201408451223,0.8400690646719556
run_72,train,14760129,0.20813597447401905,1.565716647840058,-0.9062198400497437,80.17852783203125,0.0003656151180621237,0.0016382409958168864,0.005009024403989315,0.03274177759885788,0.7975204467773436,0.00014579818374216107,0.8394106853673162
run_73,train,14458199,0.22401909905467274,1.5879542199863257,-0.31072142720222473,80.46411895751953,0.00036373263574205337,0.001631010847631842,0.005002888850867748,0.033772144466638565,0.9796280145645115,0.00015444523899553464,0.8335974625885285
run_74,train,13601349,0.23018114007746726,1.6474293966424967,-0.30307042598724365,80.82371520996094,0.0003614687127992511,0.0016058667097240686,0.0049607534892857075,0.03486381843686104,0.9063599944114684,0.00014204473394514028,0.8330283268225821
run_75,train,13562622,0.24846063976075794,1.662029829644929,-0.3536597788333893,80.50528717041016,0.00037307452876120804,0.00171532467356883,0.005812302930280566,0.04559438582509756,1.07339751124382,0.00012291133676069422,0.8169017023404471
run_76,train,15775132,0.1922441594362792,1.528502260831617,-0.34859493374824524,644.6204833984375,0.00035033368185395376,0.0015208849508780986,0.00398135045543313,0.01868956722319126,0.6998804986476874,0.0001918208988679144,0.8643482666262318
run_77,train,14257005,0.23645073718794954,1.6223927627404948,-0.29569703340530396,80.60220336914062,0.00036151572130620484,0.001611843123100698,0.004858792759478092,0.03288373723626137,1.0171685695648163,0.00014575291234028464,0.8322360832446927
run_78,train,13801645,0.22458753932374304,1.619316009504141,-0.2734088599681854,80.20162963867188,0.0003679809509776533,0.0016595834167674184,0.005180773790925741,0.039629317820072174,0.8806720733642557,0.0001306366016514698,0.8297720307977781
run_79,train,15121898,0.21613255151236918,1.558488586866785,-0.3367242217063904,80.32997131347656,0.000361794674245175,0.0016077782784122974,0.004769900115206838,0.030837802682071924,0.8903616845607756,0.00014409566841411045,0.8385190800784399
run_80,train,13428332,0.2183615952308216,1.6358903506335325,-0.3223055303096771,80.60574340820312,0.0003594430963858031,0.0015848474868107587,0.004845749121159315,0.027995454613119364,0.8305657863616931,0.00017209881316607306,0.8468902168936544
run_81,train,15578877,0.20002807527701294,1.5249838079787668,-0.3339270055294037,79.8514633178711,0.0003559683216735721,0.001564648118801415,0.004381324164569378,0.02266727015376091,0.8144701600074766,0.0001828758260303358,0.8540545637532153
run_82,train,13345561,0.24512347338516324,1.6766207901505155,-0.2739882171154022,80.97040557861328,0.0003623495576903224,0.0016183798434212804,0.005034598056226969,0.036569204181432724,1.0438669919967651,0.0001452168252799564,0.8276361705588847
run_83,train,13545451,0.23149678403989118,1.649256079207248,-0.30462995171546936,80.6478042602539,0.0003646863187896088,0.0016283306176774204,0.005063601769506931,0.03402422368526459,0.9268879294395447,0.00015481212105820618,0.8353928562437677
run_84,train,14107251,0.22294128840178173,1.5995239260236196,-0.3011306822299957,80.46861267089844,0.00036149304651189595,0.0016063579823821783,0.0048865629360079765,0.032620981335639954,0.913400411605835,0.00013546225270961721,0.8375793412905179
run_85,train,13790222,0.2373399495494658,1.6452217798714506,-0.34133005142211914,80.2256851196289,0.0003633721062215045,0.001617124566109851,0.004992318572476506,0.032811068929731846,0.9806689500808705,0.000159243266714633,0.8327851429802943
run_86,train,14315077,0.22815023676405352,1.6204094407341345,-0.41089698672294617,80.54279327392578,0.00036357991630211475,0.0016230327310040593,0.004975948017090559,0.03459499776363373,0.9647296547889697,0.00015361426278042375,0.8336896825633561
run_87,train,15089088,0.20347453233271853,1.5665201622268792,-0.29253900051116943,80.778564453125,0.000353957481274847,0.0015515803825110197,0.004310691729187965,0.022310183383524418,0.7479830503463738,0.00017456323404038733,0.856385091000861
run_88,train,13738531,0.23342377990190485,1.6266820521664365,-0.2936230003833771,89.49565887451172,0.0003734753263415769,0.0017260148306377232,0.005894859321415424,0.048195842653512955,0.9626676440238953,0.00011769817311617959,0.8158489433841216
run_89,train,14060259,0.2198866530428806,1.5974674335023389,-0.3239154815673828,79.81756591796875,0.00036961343430448325,0.001680649002082646,0.005300972145050764,0.0391421839594841,0.8945965290069575,0.0001383331558828326,0.8289338055579204
run_90,train,14644893,0.22386020359425088,1.599352772878794,-0.3491702377796173,80.19944763183594,0.0003564664104487747,0.0015700682997703552,0.004558717831969261,0.025415275245904922,0.9697207808494568,0.0001813601505999395,0.8456220199082369
run_91,train,13706697,0.22937460623656064,1.6346439083530337,-0.2758217453956604,80.25587463378906,0.0003636252891737968,0.0016215662471950054,0.005026799160987139,0.036510251462459564,0.8931982636451707,0.00013008239694800288,0.8304316495797638
run_92,train,14516311,0.2143576754503559,1.5848563714648936,-0.291970819234848,80.47014617919922,0.00035797218151856214,0.001572245848365128,0.004661420825868845,0.027339622378349304,0.8593197166919708,0.00017311560767746022,0.8458142016935294
run_93,train,15990725,0.2018706157239102,1.530459059674331,-0.3665286898612976,80.38666534423828,0.00035430180723778905,0.0015494581311941147,0.004165115766227245,0.022463753819465637,0.7650134444236711,0.00015165040984695816,0.8518572484987391
run_94,train,12693528,0.25196045919981835,1.7092258771445872,-0.3091287910938263,80.09251403808594,0.0003657479479443282,0.0016612402687314898,0.005383513867855072,0.039510566741228104,1.0774514317512445,0.0001473191692648411,0.824495522442618
run_95,train,14783366,0.2149869972001207,1.5687486853281536,-0.30622974038124084,80.31095123291016,0.0003673932806123048,0.0016428153030574322,0.005043080076575279,0.03698841482400894,0.8249495327472687,0.00013346080994003666,0.8307194044982719
run_96,train,13646379,0.22609467303045244,1.626893590770516,-0.2963620126247406,80.48042297363281,0.0003620113770011812,0.001613550412002951,0.004987371154129505,0.03327535651624203,0.9305653691291806,0.00014919708737387406,0.8358204766260705
run_97,train,16073546,0.19527380676985573,1.5010342861661023,-0.3227173686027527,80.14957427978516,0.00035013031447306275,0.0015230656426865608,0.003966932184994221,0.019972932524979115,0.7747499942779541,0.00017780768475108107,0.8585378733479221
run_98,train,13004363,0.24413304861744986,1.6905493947250756,-0.30763745307922363,80.56615447998047,0.0003705792594701052,0.0017003872781060636,0.005773938726633787,0.045925118029117584,0.9770285248756387,0.00012795705564355595,0.8165412638819756
run_99,train,14323283,0.22670692894657551,1.6252031475730504,-0.3308173418045044,80.90383911132812,0.0003629259328590706,0.0016147264977917075,0.004940683953464031,0.0330558642745018,0.9211152791976929,0.00014808057621985127,0.8370065019311564
run_100,train,13585045,0.23735730003951894,1.6607469687742746,-0.30581358075141907,80.11131286621094,0.0003585210011806339,0.0015810637269169092,0.00482983747497201,0.0305639635771513,1.023705220222473,0.0001719537918350657,0.8368401429660336
run_101,train,13720821,0.22289464747602852,1.6250234444563334,-0.28721490502357483,80.35688781738281,0.00036262357025407255,0.0016110566211864352,0.004974082577973604,0.032865554094314575,0.9005850553512573,0.0001548741143113812,0.8363472564797689
run_102,train,15337091,0.20484497178615169,1.546105292991911,-0.3508925437927246,80.40232849121094,0.00035826023668050766,0.0015709770959801972,0.004542783834040165,0.024326764047145844,0.8178606033325195,0.00017884747505247247,0.8508432922514445
run_103,train,14557319,0.21986291968951305,1.5937629248844314,-0.29701781272888184,80.34332275390625,0.0003606059297453612,0.0015973640256561339,0.004755955655127764,0.030661837197840214,0.8690384805202461,0.0001553857547533306,0.8383450276798908
run_104,train,13827198,0.23223460886716654,1.6361141148362879,-0.2909979820251465,80.52857208251953,0.00036699685588246215,0.0016559427313040942,0.005125089548528194,0.03670637495815754,0.9927820414304711,0.00014261747029296898,0.8314181224569143
run_105,train,14341876,0.22632027043022263,1.5950036809113723,-0.3756820261478424,80.34825897216797,0.00037060081376694143,0.0017013957840390503,0.005510857794433832,0.0440072612836957,0.9569503962993622,0.00012655248169765238,0.8206068020668984
run_106,train,14076861,0.21993003456054636,1.6082092204565428,-0.28342777490615845,80.4919662475586,0.0003628282283898443,0.0016147256828844547,0.004913652315735817,0.0315123088657856,0.8560349941253662,0.00015088591128377272,0.8380827941683874
run_107,train,12590333,0.24803245388039064,1.7182447228830824,-0.34827345609664917,80.68621826171875,0.0003607238817494363,0.0016076662577688694,0.005051120184361935,0.03380649909377098,1.0132642507553093,0.00015186254406456128,0.8336737400035408
run_110,train,13559211,0.22999681017360613,1.635490123580109,-0.32501402497291565,80.65496063232422,0.0003731886681634933,0.0017164894961751997,0.005865957587957382,0.0443609245121479,0.9147824347019196,0.0001243435182179848,0.821053747153872
run_111,train,14325639,0.21721755670049975,1.610942008811549,-0.2826846241950989,80.57617950439453,0.00035999565152451397,0.0015862899599596858,0.004756877664476633,0.028117738664150238,0.8426313519477844,0.000163064279366526,0.8461357988987437
run_112,train,14214316,0.22754781843457303,1.6071949920865716,-0.2915498614311218,80.23857116699219,0.00036262004141462967,0.0016131531447172165,0.0049336005467921495,0.03597438056021929,0.9637483358383179,0.00013880372435789382,0.8289020027414615
run_113,train,14689021,0.20649147693484254,1.5732888464001467,-0.3098781704902649,79.6306381225586,0.000361049547791481,0.0015926772030070424,0.004758055787533522,0.029945794492959976,0.7777324318885803,0.0001611407594828818,0.8421238556334013
run_114,train,13705024,0.23598724870533147,1.6508373101577862,-0.34509262442588806,80.63919067382812,0.0003615555397118442,0.0016100056818686426,0.0049585888627916574,0.031844099052250385,1.0046987831592558,0.00016242218911838462,0.8361944495682752
run_115,train,13841840,0.24675844056677046,1.6653400159960412,-0.32410892844200134,80.51172637939453,0.00036757616326212885,0.0016658760432619601,0.0052800539415329695,0.04451039433479309,1.0660325825214374,0.00012736745981748091,0.8183104991821897
run_116,train,15218539,0.20798429884505948,1.5452133143729048,-0.31554940342903137,80.50617980957031,0.00035929615260101857,0.0015976681606844068,0.004635742399841547,0.02672772854566574,0.8416734218597406,0.00016171066092481018,0.8450535889154669
run_117,train,13676666,0.22779385800554397,1.64461243684886,-0.2800999879837036,80.65637969970703,0.0003625787212513387,0.0016080684144981205,0.004970200126990676,0.03380416892468929,0.8625613152980804,0.00014177431839016908,0.8360463727051608
run_118,train,14564846,0.22513733486625837,1.6067507019736982,-0.44002026319503784,80.7968978881836,0.00036515311512630433,0.0016393829428125173,0.005024646874517202,0.03412615321576595,0.9543743133544922,0.0001487828982194525,0.832733555850848
run_119,train,15931266,0.20427846618071865,1.5335488054801354,-0.35193368792533875,80.67000579833984,0.00034902893094113097,0.0015184379881247878,0.003923261305317283,0.01887826481834054,0.8296753913164139,0.00018799510346509813,0.8612461181678844
run_120,train,12568668,0.23763130633292145,1.6990498226106547,-0.2871706187725067,80.65052032470703,0.0003655054431874305,0.0016506525280419737,0.005335406167432666,0.03838061448186636,0.9354171305894853,0.0001456001542884258,0.8300306762816871
run_121,train,13659794,0.22230882342559286,1.6270091616753626,-0.34155547618865967,79.94230651855469,0.0003730178374098614,0.0017137469549197704,0.005753940902650356,0.039568424224853516,0.885955828428268,0.00013265207366963222,0.8290631615674439
run_122,train,15663333,0.20497625574856862,1.5430480746282205,-0.31673526763916016,80.07245635986328,0.00035303786280564963,0.0015498953871428967,0.004168412182480097,0.023055147379636765,0.8091727495193481,0.000154500960938518,0.8505233847738537
run_123,train,13725362,0.24192985294067404,1.6630093376742994,-0.29444846510887146,80.69807434082031,0.0003626794365118258,0.0016211287875194103,0.005000164965167642,0.03477854002267122,1.043811535835264,0.00013726413918991717,0.8310683536069942
run_125,train,15521272,0.20193634009535857,1.5483650913095321,-0.4491066634654999,80.81804656982422,0.00035718303261091935,0.0015677024784963578,0.00444191531278193,0.02334320731461048,0.7475427687168117,0.0001617135502811883,0.8543996265254549
run_126,train,13288948,0.2372737678025259,1.6715792744747697,-0.28599813580513,80.13758850097656,0.0003644106385763735,0.0016405486676376313,0.005097995279356837,0.03945012670010328,0.9657788932323408,0.0001357519045149398,0.826317177251352
run_128,train,14126572,0.21441016457444795,1.596900191220623,-0.35751163959503174,79.87133026123047,0.000360308081144467,0.0015906666521914303,0.004776165587827563,0.027296848129481077,0.8523114651441557,0.00016635316763330836,0.8458187166709659
run_129,train,14089735,0.22623187328299105,1.596240182921386,-0.39749085903167725,329.00994873046875,0.00037335939996410163,0.0017276876023970544,0.00582406111061573,0.046929243952035904,0.9336584150791133,0.00012555239683358132,0.8167084760643121
run_130,train,14795486,0.21918815679087747,1.599140492920237,-0.33958470821380615,80.67997741699219,0.00035624032170744613,0.0015662222867831588,0.004454782465472817,0.02460271678864956,0.9076356142759323,0.00017180915855011453,0.8485290716371195
run_131,train,13412816,0.2295044471581136,1.6605512109170748,-0.3036963641643524,80.33192443847656,0.00035921034577768296,0.0015789250610396266,0.004822493996471167,0.02808703575283289,0.8835317939519882,0.000184674120632088,0.8447088217716548
run_132,train,14748809,0.21545926807814028,1.5799785037123828,-0.4031429886817932,80.56346130371094,0.0003609580744523555,0.0015987976221367717,0.00477550458163023,0.03018147498369217,0.871594476699828,0.00015960610785589535,0.8402885277041692
run_134,train,12522596,0.2520214164242627,1.7170179936755512,-0.3142988085746765,80.64244079589844,0.0003651939478004351,0.0016489680274389684,0.0053202754352241755,0.03968086373060942,1.057092547416687,0.00014669482270289642,0.8246043392280642
run_135,train,14419825,0.2318219250726447,1.6192727799404982,-0.28760483860969543,80.76349639892578,0.00035961357061751185,0.0015851212665438652,0.004760353825986385,0.02976025827229023,1.0050025939941385,0.0001640796611609364,0.8390531091743485
run_136,train,14182415,0.22369243520272003,1.6004589158815403,-0.2795908451080322,80.17619323730469,0.0003662640985567123,0.0016532618319615722,0.005077891983091831,0.03746415674686432,0.9132019639015176,0.0001411607261527744,0.8279079409254347
run_137,train,13832189,0.2193796344855627,1.6014407266805049,-0.39577755331993103,80.61366271972656,0.0003630108083598316,0.0016167191788554192,0.004985831677913666,0.03320859372615814,0.8701981425285339,0.00015333798576638882,0.8348429160417054
run_138,train,14717495,0.22614706307559504,1.5950256253353663,-0.32564103603363037,80.55665588378906,0.0003652566287200898,0.0016467217938043177,0.005049205385148525,0.037421299144625664,0.9518962621688807,0.00013901822287012836,0.8290034411426673
run_139,train,15348076,0.20246228913765518,1.5458988891822556,-0.44557586312294006,80.78214263916016,0.00035681940789800137,0.0015684461104683578,0.004444115795195103,0.024021311197429895,0.751722440123558,0.0001597594382514134,0.8518736811050454
run_140,train,13208476,0.23407121155959398,1.654338998886779,-0.3207399845123291,80.73070526123047,0.0003692534737638198,0.0016714860685169697,0.0054646385833621025,0.03730429895222187,0.9655718207359314,0.0001399101607180117,0.8321592892321567
run_141,train,13921418,0.23034982522273098,1.6307132216191365,-0.312246710062027,80.86479187011719,0.00036949513014405966,0.0016736847755964845,0.005223649786785245,0.03844698332250118,0.9129205822944559,0.00013748599460198667,0.828690798595373
run_143,train,13533546,0.24571120103846011,1.6732832470246484,-0.30632516741752625,80.20081329345703,0.0003638582566054538,0.0016353382379747927,0.005064418306574225,0.039432961493730545,1.0494633913040161,0.00013093390305837066,0.8235738068943645
